"unique_id","PERWT","SEX","EDUC","INCWAGE"
"2010016962211",6011.4,1,8,40000
"2010016962212",5032.8,2,7,45000
"2010016962213",8807.4,1,7,28000
"2010016963611",14679,2,10,55000
"2010016963612",14119.8,1,11,59000
"2010016965001",5032.8,1,6,34000
"2010016965002",6151.2,2,6,34000
"2010016965003",5592,1,6,30000
"2010016965004",9226.8,1,5,4000
"2010016966401",15797.4,2,6,0
"2010016966402",34251,2,7,3000
"2010016966403",14259.6,2,5,800
"2010016967801",3774.6,2,7,42000
"2010016967802",3774.6,1,7,42000
"2010016967806",3774.6,2,6,2000
"2010016969201",33831.6,2,6,15000
"2010016970601",30756,1,11,80000
"2010016971991",3774.6,2,11,85000
"2010016971992",3774.6,1,7,4000
"2010016973391",38305.2,2,6,23300
"2010016973392",21808.8,1,8,0
"2010016974791",4613.4,1,11,60000
"2010016974792",4473.6,2,10,7200
"2010016974793",6710.4,2,10,24000
"2010016976191",2656.2,1,6,20000
"2010016976192",3355.2,2,10,38000
"2010016976193",4753.2,1,7,39000
"2010016977591",3634.8,2,6,0
"2010016977592",3215.4,1,7,75000
"2010016978981",64028.4,1,11,10000
"2010016978984",54941.4,2,10,0
"2010016980381",3774.6,2,6,0
"2010016980382",3774.6,1,6,15500
"2010016981781",20830.2,2,8,27800
"2010016981782",20970,1,8,32300
"2010016983181",38584.8,1,6,0
"2010016983182",18873,2,6,36000
"2010016984581",14399.4,1,6,47000
"2010016984582",15238.2,2,6,25000
"2010016984583",21249.6,2,7,1800
"2010016985971",17614.8,1,10,52000
"2010016987371",26562,2,7,6000
"2010016987372",23486.4,1,6,1000
"2010016987373",15098.4,1,6,30000
"2010016988771",17055.6,1,10,20000
"2010016988772",15378,2,8,30000
"2010016990171",23206.8,1,11,120000
"2010016991571",18453.6,1,7,43000
"2010016992961",27400.8,1,7,120000
"2010016992962",21808.8,2,7,15000
"2010016992963",23067,2,5,0
"2010016994361",12302.4,2,10,24000
"2010016994362",15517.8,1,10,10000
"2010016995761",46273.8,1,6,16200
"2010016997161",5032.8,1,10,140000
"2010016997162",7129.8,2,10,56000
"2010016998561",4753.2,1,6,0
"2010016998562",3355.2,2,6,0
"2010016999951",5172.6,1,6,0
"2010016999952",5032.8,2,6,31000
"2010017001351",3215.4,1,6,0
"2010017002751",11044.2,1,6,0
"2010017004151",5172.6,1,6,42500
"2010017004152",4753.2,2,6,29100
"2010017004153",5871.6,2,10,12000
"2010017008341",3634.8,2,6,0
"2010017008342",4054.2,1,7,0
"2010017011141",5731.8,2,6,0
"2010017011142",10764.6,1,6,0
"2010017012541",20550.6,2,10,1e+05
"2010017013931",20970,1,6,7000
"2010017013932",23486.4,2,6,0
"2010017015331",16356.6,2,7,62000
"2010017016731",4194,1,8,25700
"2010017016732",2097,2,7,0
"2010017018131",11603.4,1,11,1000
"2010017018132",12022.8,2,6,2000
"2010017019531",3215.4,1,6,25000
"2010017019532",2656.2,2,6,10000
"2010017020921",13560.6,1,10,90000
"2010017020922",16356.6,2,8,36000
"2010017020923",19012.8,1,11,24000
"2010017023721",24045.6,1,6,60000
"2010017023722",20550.6,2,8,47000
"2010017023723",21249.6,2,6,3500
"2010017026521",3774.6,1,7,0
"2010017027911",6710.4,1,10,40000
"2010017027912",3774.6,2,6,0
"2010017029311",29078.4,1,11,15000
"2010017030711",8527.8,1,6,72000
"2010017032111",11323.8,2,2,0
"2010017033511",33971.4,2,7,5600
"2010017034901",30476.4,1,6,34000
"2010017034902",27540.6,2,7,3100
"2010017034903",53124,2,7,19000
"2010017037701",10485,1,6,0
"2010017039101",21808.8,2,8,33000
"2010017039102",5032.8,1,7,36900
"2010017041891",3774.6,1,6,0
"2010017041892",3495,2,5,1400
"2010017043291",8108.4,2,11,60000
"2010017044691",9226.8,2,10,90000
"2010017046091",15797.4,2,6,16800
"2010017047491",11184,2,10,0
"2010017048881",5871.6,2,7,20000
"2010017048882",9506.4,1,5,0
"2010017050281",5032.8,2,4,0
"2010017051681",9646.2,2,2,0
"2010017053081",28239.6,2,7,0
"2010017053082",25583.4,1,10,90000
"2010017055871",6850.2,2,6,0
"2010017057271",6291,2,6,14400
"2010017058671",8947.2,1,6,0
"2010017058672",13700.4,2,11,0
"2010017060071",15238.2,2,2,300
"2010017061471",9087,1,7,80000
"2010017061472",9506.4,2,8,32000
"2010017061475",7689,2,6,34000
"2010017062861",12582,1,7,1000
"2010017064261",22507.8,2,5,0
"2010017065661",21669,2,6,680
"2010017067061",7968.6,1,6,10000
"2010017067062",7828.8,2,7,19000
"2010017069851",10345.2,2,10,0
"2010017069852",26701.8,1,2,0
"2010017071251",7409.4,1,6,0
"2010017071252",7269.6,2,11,0
"2010017072651",10624.8,2,6,5700
"2010017074051",22507.8,1,6,13000
"2010017075451",7689,2,6,21000
"2010017075452",8527.8,1,10,32000
"2010017076841",6011.4,2,5,0
"2010017078241",25863,2,3,0
"2010017078244",19991.4,1,6,0
"2010017079641",13420.8,1,11,43000
"2010017081041",8947.2,2,6,35000
"2010017083831",6990,2,11,0
"2010017085231",14679,2,6,20000
"2010017086631",6291,1,11,251000
"2010017086632",7828.8,2,8,0
"2010017089431",9506.4,2,6,0
"2010017090821",36068.4,2,7,40000
"2010017090822",46413.6,1,8,45000
"2010017092221",10485,1,6,30000
"2010017092222",11044.2,2,7,11000
"2010017093621",9646.2,1,6,20000
"2010017093622",10205.4,2,6,0
"2010017093623",2935.8,1,7,3000
"2010017095021",8947.2,1,8,60000
"2010017095022",13420.8,2,10,22400
"2010017096421",13560.6,1,6,65000
"2010017096422",12302.4,2,10,0
"2010017099211",6430.8,2,6,0
"2010017099212",5871.6,1,6,65000
"2010017100611",7269.6,2,10,25000
"2010017102011",5032.8,2,10,48000
"2010017103411",26562,1,7,35000
"2010017103412",16915.8,1,6,34500
"2010017104801",22647.6,2,2,24600
"2010017104802",10764.6,1,6,1400
"2010017106201",11463.6,2,6,0
"2010017107601",7409.4,1,3,15600
"2010017109001",11184,1,7,60000
"2010017109002",11323.8,1,6,0
"2010017110401",8947.2,1,5,14000
"2010017110402",9925.8,2,5,360
"2010017111791",15657.6,2,2,4300
"2010017111794",15098.4,1,6,25000
"2010017113191",5871.6,1,3,0
"2010017113192",14259.6,2,2,23000
"2010017113193",8667.6,1,7,0
"2010017115991",11323.8,1,4,9500
"2010017115992",13281,2,4,0
"2010017117391",10904.4,1,7,40000
"2010017120181",1537.8,1,6,0
"2010017120182",1258.2,2,6,0
"2010017121581",6850.2,2,6,0
"2010017122981",7968.6,1,6,50000
"2010017122982",15098.4,2,8,26000
"2010017124381",24465,2,6,24000
"2010017124382",51306.6,2,7,16000
"2010017127171",14119.8,2,6,40000
"2010017127172",10205.4,1,6,57000
"2010017128571",32853,2,8,0
"2010017128572",29637.6,1,7,0
"2010017129971",9646.2,1,7,3000
"2010017131371",15238.2,1,10,52000
"2010017131372",14259.6,2,7,33000
"2010017132761",9786,2,11,0
"2010017132762",6570.6,1,10,30000
"2010017134161",35089.8,2,6,11000
"2010017135561",31315.2,1,10,0
"2010017136961",3634.8,2,6,0
"2010017136962",17475,2,6,14000
"2010017136963",12302.4,1,6,10300
"2010017139751",7828.8,1,8,0
"2010017139752",8108.4,2,4,0
"2010017141151",22368,1,6,23000
"2010017142551",26282.4,2,6,0
"2010017142552",32992.8,1,6,70000
"2010017142553",18453.6,2,6,0
"2010017142555",15378,1,7,24900
"2010017143951",15517.8,2,10,0
"2010017143952",13840.2,1,11,107000
"2010017145351",7968.6,2,5,16800
"2010017146741",8108.4,2,10,39000
"2010017148141",13980,2,6,0
"2010017150941",5592,2,7,34000
"2010017152341",9087,2,6,13100
"2010017152342",12302.4,2,5,13100
"2010017153731",18174,1,8,0
"2010017155131",2097,1,6,45400
"2010017155132",2236.8,2,7,24500
"2010017156531",2236.8,2,11,32000
"2010017156532",3075.6,1,6,0
"2010017156534",2376.6,1,5,0
"2010017157931",10065.6,1,6,29000
"2010017159331",11603.4,1,6,36000
"2010017159332",11044.2,2,6,0
"2010017159333",15238.2,2,5,0
"2010017160721",7269.6,1,6,0
"2010017160722",10485,2,5,0
"2010017163521",6430.8,2,7,26000
"2010017163522",6710.4,1,6,0
"2010017164921",13560.6,2,6,0
"2010017166321",13700.4,2,7,30000
"2010017166322",19572,2,5,2000
"2010017166325",19292.4,1,6,19500
"2010017169111",3355.2,2,6,15000
"2010017169112",4613.4,1,7,0
"2010017170511",19152.6,2,7,500
"2010017171911",31455,2,4,0
"2010017171912",10764.6,1,10,0
"2010017173311",5032.8,2,10,0
"2010017173312",11603.4,1,10,0
"2010017176101",8667.6,2,6,22900
"2010017176102",15657.6,1,6,0
"2010017177501",11323.8,1,6,0
"2010017177502",10485,2,7,0
"2010017178901",2516.4,1,11,1e+05
"2010017180301",17055.6,1,6,0
"2010017180303",8108.4,2,6,50000
"2010017181691",11044.2,1,6,46000
"2010017181692",12442.2,2,7,33000
"2010017183091",2516.4,2,6,19900
"2010017183092",2656.2,1,5,25000
"2010017184491",25443.6,2,5,0
"2010017184492",26422.2,2,6,0
"2010017185891",3914.4,1,8,60000
"2010017185892",2236.8,2,11,40000
"2010017187291",13001.4,1,10,0
"2010017187292",12582,2,6,0
"2010017188681",1677.6,1,8,0
"2010017188682",1957.2,2,6,0
"2010017188683",4194,2,5,31000
"2010017188688",4333.8,1,6,0
"2010017190081",10205.4,2,11,0
"2010017191481",22228.2,2,5,0
"2010017191482",37326.6,1,2,0
"2010017191483",30196.8,2,7,17000
"2010017192881",22368,1,11,0
"2010017195671",14539.2,1,11,52000
"2010017195672",18873,2,7,0
"2010017195673",19851.6,2,11,10000
"2010017195674",18873,2,6,0
"2010017197071",15517.8,2,10,43100
"2010017198471",9646.2,2,6,0
"2010017198472",12861.6,2,7,4500
"2010017199871",9646.2,1,8,0
"2010017199872",8527.8,2,11,0
"2010017201271",14119.8,1,6,0
"2010017202661",2796,2,7,15000
"2010017202662",1537.8,2,5,3400
"2010017202663",2935.8,2,4,0
"2010017204061",29637.6,2,10,34000
"2010017204062",26142.6,1,10,30000
"2010017205461",27680.4,1,6,8600
"2010017206861",5312.4,1,6,0
"2010017206862",3075.6,2,6,27000
"2010017208261",16915.8,1,6,15400
"2010017209651",8248.2,2,6,24000
"2010017209652",11323.8,2,2,0
"2010017209653",11603.4,1,6,11300
"2010017211051",19152.6,2,7,10600
"2010017213851",20550.6,1,10,105000
"2010017213852",19152.6,2,10,75000
"2010017213853",18034.2,1,10,5000
"2010017213854",20131.2,2,10,6000
"2010017216641",12022.8,2,11,55000
"2010017216642",18733.2,1,11,60000
"2010017218041",36767.4,2,6,920
"2010017218042",20690.4,2,6,6900
"2010017218043",43757.4,1,6,36000
"2010017219441",3634.8,2,7,52000
"2010017219442",2236.8,1,6,25000
"2010017220841",10345.2,1,7,29000
"2010017220842",7968.6,2,6,24000
"2010017222241",16356.6,2,6,42000
"2010017222242",12861.6,1,6,0
"2010017223631",11184,1,6,0
"2010017223632",7828.8,2,6,0
"2010017225031",44875.8,1,7,55000
"2010017225032",65706,2,8,40000
"2010017226431",9506.4,1,6,0
"2010017227831",5312.4,1,10,20000
"2010017227832",8108.4,2,6,10000
"2010017229231",16636.2,1,6,20000
"2010017229232",15378,2,6,0
"2010017230621",20970,1,6,0
"2010017233421",13980,2,6,34500
"2010017233422",13001.4,1,6,39000
"2010017234821",8388,1,2,1e+05
"2010017236221",6570.6,1,7,4600
"2010017237611",10065.6,1,10,50000
"2010017237612",12582,1,7,25900
"2010017239011",12022.8,1,6,18000
"2010017239012",14399.4,2,6,23000
"2010017240411",14679,2,6,0
"2010017241811",11603.4,1,10,75000
"2010017241812",11044.2,2,10,6200
"2010017241813",16636.2,1,8,14400
"2010017241814",9786,1,6,0
"2010017243211",1957.2,1,6,0
"2010017243212",5871.6,2,7,16000
"2010017244601",8108.4,2,10,89000
"2010017244602",10904.4,1,11,55000
"2010017246001",10205.4,2,6,0
"2010017248801",11603.4,2,6,65000
"2010017250201",12442.2,1,8,58000
"2010017250202",13560.6,2,6,55000
"2010017250205",17894.4,2,6,21000
"2010017251591",14399.4,2,6,10000
"2010017251592",13980,1,4,3500
"2010017252991",14958.6,1,7,0
"2010017254391",14818.8,2,6,0
"2010017257191",14399.4,1,6,18000
"2010017257192",13141.2,2,8,0
"2010017258581",10205.4,1,6,0
"2010017259981",10065.6,2,6,0
"2010017261381",13700.4,1,6,19800
"2010017261382",15797.4,2,6,18000
"2010017262781",5172.6,2,4,30000
"2010017264181",3914.4,1,10,90000
"2010017264182",4893,2,7,11000
"2010017265571",9925.8,1,6,0
"2010017265572",10345.2,2,6,15400
"2010017266972",9646.2,2,6,0
"2010017266973",17195.4,2,6,800
"2010017266974",13700.4,1,6,6000
"2010017266976",12302.4,1,4,0
"2010017268371",15937.2,2,10,25000
"2010017269771",12022.8,2,7,0
"2010017271171",10904.4,2,3,8000
"2010017272561",12582,1,6,500
"2010017273961",10624.8,1,10,40000
"2010017273962",8108.4,2,7,30000
"2010017275361",18593.4,2,10,50000
"2010017276761",14679,2,7,0
"2010017278161",2097,1,6,24000
"2010017278163",1817.4,2,6,28000
"2010017279551",13281,1,7,20200
"2010017279552",11883,2,6,0
"2010017280951",13141.2,1,6,1e+05
"2010017280952",5032.8,2,6,19700
"2010017280953",4473.6,2,4,0
"2010017282351",9646.2,1,10,13100
"2010017282352",10485,2,7,35000
"2010017283751",12442.2,1,6,0
"2010017283752",12721.8,2,8,21400
"2010017285151",18453.6,1,10,296000
"2010017285152",13840.2,2,10,100
"2010017287941",10205.4,1,10,82000
"2010017287942",10624.8,2,6,36000
"2010017289341",5592,1,5,0
"2010017289342",6430.8,2,6,0
"2010017289343",8248.2,2,3,0
"2010017289345",6710.4,1,6,0
"2010017290741",4054.2,1,10,0
"2010017292141",13700.4,2,10,65000
"2010017292142",16636.2,1,7,60000
"2010017293531",9925.8,2,6,16000
"2010017293532",10764.6,1,6,0
"2010017294931",5032.8,1,11,0
"2010017294932",3495,2,6,9400
"2010017296331",13700.4,2,6,0
"2010017296332",10764.6,1,6,20000
"2010017297731",34530.6,1,2,0
"2010017299131",40402.2,2,6,30000
"2010017300521",58017,2,6,4400
"2010017301921",9925.8,2,6,0
"2010017301922",9506.4,1,6,0
"2010017303321",26562,2,7,55000
"2010017304721",8108.4,1,6,10000
"2010017306121",2796,2,4,0
"2010017306122",3914.4,1,6,34300
"2010017307511",13281,1,10,0
"2010017307512",16077,2,6,0
"2010017308911",1957.2,2,8,5400
"2010017310311",8667.6,1,2,9000
"2010017310312",10624.8,2,6,4500
"2010017311711",14818.8,1,8,75000
"2010017311712",13001.4,2,7,7000
"2010017313111",6570.6,2,7,28000
"2010017313112",8667.6,1,6,96000
"2010017314501",15937.2,1,10,8000
"2010017314502",14259.6,2,7,0
"2010017315901",18174,1,6,0
"2010017315902",11044.2,1,7,9100
"2010017315903",11323.8,2,6,0
"2010017317301",15937.2,1,10,0
"2010017317302",11603.4,2,6,0
"2010017318701",11323.8,1,11,18000
"2010017318702",10764.6,2,8,42000
"2010017320101",5452.2,1,6,22400
"2010017321491",2796,1,6,0
"2010017322891",13840.2,2,5,0
"2010017324291",15797.4,2,6,0
"2010017325691",8807.4,1,6,0
"2010017327091",29497.8,1,6,3200
"2010017327092",30476.4,2,6,33000
"2010017328481",20830.2,2,7,0
"2010017328482",20271,1,11,57000
"2010017329881",21109.8,1,6,33000
"2010017331281",14399.4,1,6,14700
"2010017331282",11184,2,6,0
"2010017331283",11184,1,6,36000
"2010017334081",8807.4,1,8,0
"2010017334082",14259.6,2,8,32000
"2010017335471",13980,2,6,32000
"2010017335472",11323.8,1,6,42000
"2010017336871",4473.6,2,6,0
"2010017339671",10904.4,2,11,50000
"2010017341071",5592,1,6,8000
"2010017342461",17614.8,2,7,6000
"2010017342462",22927.2,1,7,45700
"2010017345261",12582,1,6,20000
"2010017346661",9506.4,1,6,0
"2010017346662",9506.4,2,7,0
"2010017349451",18733.2,1,6,0
"2010017350851",2796,1,6,0
"2010017350852",3215.4,2,3,0
"2010017352251",10205.4,1,7,0
"2010017353651",11463.6,2,6,21500
"2010017353652",11323.8,1,2,0
"2010017355051",14539.2,1,6,0
"2010017356441",9786,2,7,32000
"2010017356442",8248.2,1,6,0
"2010017357841",5032.8,2,7,0
"2010017357842",2236.8,2,6,0
"2010017360641",12861.6,1,10,0
"2010017362041",9506.4,2,6,0
"2010017362042",9087,1,6,43000
"2010017363431",5731.8,2,6,0
"2010017364831",13980,1,7,13000
"2010017364832",13700.4,2,11,53000
"2010017366231",15937.2,2,7,25200
"2010017367631",2516.4,2,7,22600
"2010017367632",5032.8,1,7,14900
"2010017367633",978.6,2,6,2000
"2010017369031",1957.2,1,11,23000
"2010017369032",2796,2,10,43000
"2010017369033",3355.2,2,6,0
"2010017371821",10205.4,1,11,99000
"2010017373221",3495,2,6,0
"2010017373222",3355.2,2,4,0
"2010017374621",3774.6,2,6,0
"2010017377411",9226.8,2,6,0
"2010017378811",20830.2,2,6,3000
"2010017380211",15378,2,6,20800
"2010017380212",9087,1,6,52000
"2010017380215",21808.8,2,1,16800
"2010017380216",15797.4,1,1,0
"2010017380217",21948.6,2,1,0
"2010017381611",10345.2,2,6,0
"2010017381612",12302.4,1,6,0
"2010017383011",12721.8,1,6,30000
"2010017383012",13141.2,2,6,8000
"2010017387201",14818.8,2,8,64000
"2010017387202",17195.4,2,6,0
"2010017388601",10624.8,1,6,0
"2010017388602",13141.2,2,2,0
"2010017390001",15098.4,1,7,0
"2010017391391",14958.6,2,7,3000
"2010017392791",14958.6,2,6,3000
"2010017394191",12861.6,2,8,33000
"2010017395591",24884.4,2,7,41000
"2010017396991",13560.6,1,11,102000
"2010017396992",14399.4,2,10,15100
"2010017396993",17195.4,1,11,14500
"2010017398381",7129.8,2,10,15000
"2010017399781",9226.8,1,6,60000
"2010017399782",10065.6,2,6,0
"2010017399783",13700.4,1,6,0
"2010017399784",10205.4,1,1,0
"2010017399785",10764.6,2,6,0
"2010017401181",12442.2,1,6,0
"2010017401182",49489.2,1,6,0
"2010017402581",9506.4,1,6,0
"2010017402582",8667.6,2,4,0
"2010017403981",12582,1,10,35000
"2010017403982",13560.6,2,10,35000
"2010017405371",10485,1,6,0
"2010017405372",13001.4,2,6,0
"2010017405373",20830.2,2,5,2100
"2010017406771",15937.2,2,1,0
"2010017406772",12721.8,2,6,23000
"2010017408171",18733.2,2,6,0
"2010017409571",12582,2,7,37000
"2010017409572",9925.8,1,6,3000
"2010017410971",8667.6,2,7,12000
"2010017413761",10904.4,1,6,0
"2010017413762",10345.2,2,7,0
"2010017413763",9786,2,6,0
"2010017413764",21389.4,1,6,0
"2010017413765",11603.4,1,5,0
"2010017415161",19851.6,2,6,1000
"2010017415162",16496.4,1,6,0
"2010017416561",48231,1,6,72000
"2010017417961",3634.8,1,11,0
"2010017417962",3914.4,2,7,0
"2010017419351",20410.8,1,6,0
"2010017420751",14539.2,2,6,20000
"2010017422151",34670.4,2,10,16000
"2010017423551",15937.2,1,7,50000
"2010017424951",10205.4,1,6,1200
"2010017426341",7409.4,2,6,0
"2010017427741",15797.4,2,8,36700
"2010017427742",10205.4,1,6,22000
"2010017429141",5452.2,1,7,80000
"2010017429142",5172.6,2,7,0
"2010017430541",49209.6,2,6,0
"2010017430542",39843,1,6,0
"2010017430543",60673.2,1,6,0
"2010017431941",6011.4,1,6,0
"2010017431942",3914.4,2,6,0
"2010017433331",5592,1,6,48000
"2010017433332",6011.4,2,6,6400
"2010017434731",5731.8,1,6,29000
"2010017434732",8527.8,2,10,35100
"2010017434733",23486.4,2,7,1500
"2010017434734",18313.8,1,6,0
"2010017434736",27820.2,1,4,0
"2010017436131",15657.6,1,10,60000
"2010017437531",13840.2,1,10,24000
"2010017438931",15098.4,2,8,34000
"2010017438932",14259.6,1,8,42000
"2010017440321",45295.2,2,4,0
"2010017440322",80105.4,1,6,24000
"2010017440323",56758.8,2,6,0
"2010017441721",5871.6,2,6,0
"2010017441722",10065.6,1,3,0
"2010017443121",7409.4,1,6,0
"2010017443122",8108.4,2,6,9800
"2010017444521",5312.4,1,6,15000
"2010017444523",4333.8,2,10,0
"2010017445921",11184,1,6,0
"2010017445922",9925.8,2,6,0
"2010017445923",33691.8,1,6,0
"2010017447311",14679,2,2,0
"2010017448711",23626.2,1,11,0
"2010017448712",20550.6,2,11,0
"2010017450111",14259.6,1,4,22000
"2010017450112",13001.4,2,7,22000
"2010017450113",20410.8,2,6,0
"2010017452911",1537.8,2,6,14000
"2010017452912",1118.4,1,6,28000
"2010017452913",1677.6,2,10,0
"2010017454301",4333.8,2,6,26000
"2010017454303",3495,1,6,19000
"2010017455701",48231,1,11,104000
"2010017457101",4473.6,2,6,0
"2010017461291",15937.2,1,6,90000
"2010017462691",20410.8,2,5,0
"2010017462692",20271,1,6,0
"2010017464091",13980,1,7,0
"2010017465491",24185.4,1,10,49500
"2010017465492",7409.4,2,10,8600
"2010017466891",10065.6,1,6,48000
"2010017466893",9226.8,2,8,30000
"2010017471081",12302.4,2,10,58000
"2010017471082",10624.8,1,10,0
"2010017472481",3914.4,1,6,0
"2010017473881",12022.8,1,6,14000
"2010017473882",14679,2,10,1900
"2010017475271",16216.8,1,7,0
"2010017475272",14259.6,2,6,0
"2010017476671",14399.4,2,6,25000
"2010017476672",12582,1,10,105000
"2010017478071",5032.8,2,11,0
"2010017479471",7269.6,1,6,0
"2010017479472",6151.2,2,6,10000
"2010017485061",15517.8,1,6,0
"2010017485062",16216.8,2,6,12000
"2010017485063",21529.2,1,6,1800
"2010017486461",19292.4,2,11,16200
"2010017487861",16496.4,1,8,41600
"2010017489251",27820.2,2,7,23000
"2010017490651",5871.6,1,6,59000
"2010017490652",6291,2,6,0
"2010017492051",13281,2,6,910
"2010017492052",12582,1,6,40000
"2010017493451",12721.8,2,8,22000
"2010017493453",9646.2,1,6,8000
"2010017494851",12861.6,2,8,59000
"2010017496241",21389.4,2,11,6000
"2010017496242",24325.2,2,11,2000
"2010017497641",4613.4,2,6,16200
"2010017497642",6151.2,1,3,22000
"2010017499041",45435,2,10,27200
"2010017500441",3355.2,1,6,66000
"2010017500442",3774.6,2,6,0
"2010017501841",23766,2,11,0
"2010017501842",16077,1,11,0
"2010017504631",35649,2,10,0
"2010017504632",45994.2,1,8,235000
"2010017504633",24185.4,2,7,3000
"2010017506031",8667.6,2,7,1500
"2010017507431",20830.2,2,7,22900
"2010017507432",19851.6,1,6,21000
"2010017508831",13420.8,2,7,57000
"2010017508832",12022.8,1,7,72000
"2010017510221",14539.2,1,6,25000
"2010017510222",18174,2,8,11000
"2010017511621",14958.6,1,10,60000
"2010017511622",15657.6,2,10,38000
"2010017513021",56898.6,2,6,25000
"2010017513023",50747.4,1,6,33600
"2010017514421",3355.2,2,7,0
"2010017515821",12721.8,2,6,36000
"2010017515822",11603.4,1,6,32000
"2010017515823",9366.6,1,6,0
"2010017517211",20550.6,2,10,12800
"2010017520011",57597.6,1,7,700
"2010017520012",91009.8,1,8,35000
"2010017520013",87095.4,2,4,0
"2010017521411",15378,1,10,0
"2010017521412",17475,2,10,0
"2010017522811",18313.8,2,7,27200
"2010017522812",14539.2,1,6,13500
"2010017522813",18453.6,1,7,15900
"2010017524201",2236.8,2,6,0
"2010017525601",21109.8,1,6,0
"2010017527001",2935.8,1,6,12000
"2010017528401",5032.8,2,7,36000
"2010017528402",5592,1,7,38000
"2010017528403",4753.2,2,2,1800
"2010017529801",27960,2,11,0
"2010017531191",9925.8,1,6,21800
"2010017531192",12022.8,1,7,16600
"2010017532591",3355.2,1,3,0
"2010017532592",3634.8,2,6,14000
"2010017533991",4333.8,2,10,0
"2010017535391",1817.4,1,4,6600
"2010017536791",3495,1,6,0
"2010017536792",3634.8,2,6,1000
"2010017538181",12861.6,2,7,20000
"2010017538182",14399.4,1,10,5000
"2010017542381",4473.6,1,4,3000
"2010017542382",4054.2,2,4,4000
"2010017543781",43338,1,7,75000
"2010017543782",53263.8,2,7,11000
"2010017543783",50747.4,2,6,8000
"2010017545171",6151.2,1,8,50000
"2010017545172",13420.8,1,5,0
"2010017546571",11463.6,1,6,0
"2010017547971",38025.6,2,5,0
"2010017547972",41940,1,6,17500
"2010017547973",54242.4,2,6,11400
"2010017547974",21529.2,1,5,500
"2010017549371",22927.2,2,10,19400
"2010017550771",14399.4,1,7,0
"2010017552161",16216.8,1,10,56000
"2010017552162",26701.8,2,8,45000
"2010017552163",10764.6,2,6,3000
"2010017553561",12861.6,1,6,0
"2010017553562",9366.6,2,11,14500
"2010017554961",4194,1,6,10000
"2010017554962",4054.2,2,6,0
"2010017556361",2796,1,6,65000
"2010017556362",2796,1,4,18000
"2010017557761",34530.6,1,6,27000
"2010017557762",34530.6,2,7,0
"2010017557765",40262.4,2,6,0
"2010017559151",2376.6,1,6,33000
"2010017559152",2935.8,2,6,0
"2010017560551",10485,2,8,23000
"2010017560552",9646.2,1,7,27000
"2010017561951",1957.2,1,6,0
"2010017561952",1957.2,2,10,18000
"2010017563351",12582,1,7,0
"2010017563352",11883,2,6,21000
"2010017564751",3634.8,1,8,78000
"2010017564752",3495,2,11,75000
"2010017564753",4194,2,6,6000
"2010017566141",30756,1,5,31000
"2010017566142",15937.2,2,5,0
"2010017566143",9506.4,2,5,2400
"2010017567541",15238.2,1,11,0
"2010017567542",14119.8,2,11,0
"2010017568941",2656.2,2,6,0
"2010017568942",2796,1,2,0
"2010017570341",7549.2,2,2,4000
"2010017571741",3634.8,2,6,49000
"2010017571742",3495,1,5,0
"2010017571743",5452.2,1,6,48400
"2010017573131",19991.4,2,6,0
"2010017574531",14399.4,2,6,0
"2010017574532",13001.4,1,10,0
"2010017575931",47532,1,7,7200
"2010017578731",4333.8,1,8,40000
"2010017578732",3774.6,2,8,9600
"2010017580121",13281,1,10,60000
"2010017580122",12162.6,2,10,5000
"2010017581521",5731.8,1,7,24000
"2010017581522",6990,2,8,0
"2010017582921",18453.6,1,10,49500
"2010017584321",2935.8,2,7,20000
"2010017585721",20690.4,1,7,4500
"2010017587111",16077,1,10,0
"2010017587112",15517.8,2,8,0
"2010017588511",16356.6,1,6,23000
"2010017588512",17055.6,2,6,33000
"2010017589911",9925.8,2,6,20000
"2010017589912",13700.4,1,6,33500
"2010017589913",7968.6,2,5,11600
"2010017589914",11463.6,1,3,200
"2010017591311",10205.4,1,6,20000
"2010017592711",10904.4,1,6,6700
"2010017594101",11044.2,2,8,20000
"2010017596901",10624.8,2,10,24000
"2010017596902",10764.6,1,10,40000
"2010017598301",27400.8,2,7,40000
"2010017599701",6990,1,6,35400
"2010017599702",9506.4,2,10,30100
"2010017599703",10205.4,2,6,0
"2010017601091",24045.6,1,6,570
"2010017601092",26002.8,2,6,12000
"2010017602491",10065.6,1,11,0
"2010017602492",10485,2,10,0
"2010017603891",10485,2,8,12000
"2010017605291",8108.4,1,4,8400
"2010017605292",11323.8,2,6,24000
"2010017605294",11323.8,1,6,12000
"2010017608081",7968.6,1,6,65000
"2010017608082",8108.4,2,6,6000
"2010017610881",13840.2,1,6,80000
"2010017610882",11883,2,6,45500
"2010017610883",20410.8,1,6,20000
"2010017612281",10345.2,1,7,0
"2010017613681",12861.6,1,7,18500
"2010017613682",17195.4,1,6,0
"2010017615071",9087,1,8,52000
"2010017615072",10764.6,2,7,15000
"2010017616471",8527.8,1,11,0
"2010017616472",6990,2,8,0
"2010017617871",27400.8,1,10,60000
"2010017619271",10764.6,2,10,321000
"2010017619272",23206.8,2,7,16700
"2010017619273",15937.2,1,4,0
"2010017620673",13141.2,1,10,720
"2010017622061",20410.8,2,6,0
"2010017622062",22088.4,1,6,15000
"2010017622063",31315.2,2,6,10000
"2010017623461",35788.8,2,6,0
"2010017626261",12022.8,1,8,82000
